[AddictionAndRecovery; inCodeSet; _CategoryCodeSet_Services_Main]
[Clinical Services (Cohen Veteran's Network); ratingValue; 0]
[Food Bag Distribution (Bethel Presbyterian Church); ratingValue; 4.9]
[Residential Treatment Program (The Bridge); ratingValue; 4.1]
[Steven A. Cohen Military Family Clinic at Penn (University of Pennsylvania Perelman School of Medicine); ratingValue; 4.5]
[AIDS Prevention-Young Sisters Take Charge YSTC (Public Health Management Corporation)_6614475968872448; ratingValue; 3.3]
[Fatherhood Enrichment Program FEP (City of Philadelphia - Mayor's Office of Reintegration Services); ratingValue; 0]
[Saint Helena Parish Food Cupboard (Saint Helena); ratingValue; 4.6]
[Center City Philadelphia Vet Center (Center City Philadelphia Vet Center); ratingValue; 0]
[GrandFamily Resource Center (Connectedly); ratingValue; 0]
[MST-PSB Multisystemic Therapy for Problem Sexual Behavior (Public Health Management Corporation); ratingValue; 4.1]
[Whole Foods Distribution (St. Peter's Evangelical Lutheran Church); ratingValue; 4.7]
[Chinese Immigrant Families Wellness Initiative CIFWI (Philadelphia Chinatown Development Corporation); ratingValue; 4.5]
[Food Cupboard (Berean Presbyterian Church); ratingValue; 4.6]
[Clinical Services (University of Pennsylvania - Department of Psychiatry Penn Center for Women's Behavioral Wellness); ratingValue; 3.7]
[Social Services Program (Salvation Army Eastern Pennsylvania & Delaware); ratingValue; 3.5]
[Food Pantry (Episcopal Community Services); ratingValue; 4.7]
[Food Cupboard (Saint Vincent de Paul Church); ratingValue; 4.8]
[My Brother's House (Bethesda Project); ratingValue; 4.4]
[Food Pantry (East Park Revitalization Alliance); ratingValue; 4.1]
[Cooling Centers (City of Philadelphia - Office of Emergency Management); ratingValue; 0]
[Education Planning and Career Development (Family Promise of Philadelphia); ratingValue; 3.5]
[Children's Outpatient Services (Community Council Health Systens); ratingValue; 3.7]
[Therapy Services (Philadelphia Mental Health Center); ratingValue; 2.9]
[Food Pantry and Clothing Ministry Program (Lighthouse Christian Center); ratingValue; 4.7]
[Mental Health Crisis Response Center Adults (Einstein Healthcare Network); ratingValue; 1.8]
[Counseling Services (Thriveworks - Pennsylvania); ratingValue; 4.4]
[Short Term Rehabilitation (Liberty Center For Rehabilitation And Nursing); ratingValue; 3.7]
[Code Blue (Project HOME); ratingValue; 4.5]
[Adult Outpatient Services (Hispanic Community Counseling Services HCCS); ratingValue; 3.2]
[Clinica Bienestar (The Institute for Community Justice); ratingValue; 4.4]
[The Bridge (Public Health Management Corporation); ratingValue; 4.1]
[The Recovery & Education Center REC (Wedge Recovery Center); ratingValue; 1.8]
[Therapy Services (Center For Families And Relationships); ratingValue; 2.8]
[Community Support Services (Better Living Center); ratingValue; 4.8]
[Mobile Psychiatric Rehabilitation Services MPRS (JEVS Human Services); ratingValue; 0]
[Autism Services (SPIN); ratingValue; 0]
[Journey of Hope Project JOH (Philadelphia Department of Behavioral Health and Intellectual disAbility Services DBHIDS - Office of Addiction Services OAS); ratingValue; 4.5]
[Food Pantry (Church of the Holy Apostles and the Mediator); ratingValue; 4.4]
[Primary Care (Family Practice & Counseling Network); ratingValue; 0]
[Pediatric and Adolescent Health Center (The Institute for Community Justice); ratingValue; 4.4]
[Food with Love (Iglesia Cristiana Avivamiento)_5390458589806592; ratingValue; 4.8]
[St. Mark's Food Cupboard (Saint Mark's Church); ratingValue; 4.7]
[Substance Use Treatment (Asociacion Puertorriquenos en Marcha); ratingValue; 4.2]
[Addiction Medicine And Health Advocates (Addiction Medicine and Health Advocates Inc); ratingValue; 4.2]
[Counseling Services (Pan American Counseling); ratingValue; 2.7]
[Our Closet in Your Neighborhood (Jewish Family and Children's Service of Greater Philadelphia); ratingValue; 4.9]
[Family Based Mental Health Services (Gemma Services); ratingValue; 4.2]
[Food Pantry (The North Light Community Center); ratingValue; 4.5]
[Bureau of Blindness and Visual Services BBVS for Children (Pennsylvania Office of Vocational Rehabilitation); ratingValue; 0]
[PeerNet Philadelphia (Mental Health Partnerships); ratingValue; 4]
[Outpatient Mental Health Services (NorthEast Treatment NET Centers); ratingValue; 4.2]
[Philadelphia Gaming Initiative (Insttitute for the Development of African-American Youth, Inc.); ratingValue; 5]
[Adult Behavioral Health Services (University of Pennsylvania Perelman School of Medicine); ratingValue; 2.1]
[Mental Health Services (Best Behavioral Healthcare); ratingValue; 3]
[Food Pantry (St. Mark's Evangelical Lutheran Church); ratingValue; 4.8]
[Mental Health Outpatient Service (Horizon House); ratingValue; 0]
[Counseling (Circle Counseling); ratingValue; 5]
[Mental Health Services (Philadelphia Consultation Center); ratingValue; 3.5]
[Place Of Refuge (Place of Refuge); ratingValue; 5]
[Outpatient Services (Intercultural Family Services, Inc.); ratingValue; 3.8]
[Mobile Psychiatric Rehabilitation Service (Horizon House); ratingValue; 0]
[Continuity of Care (The Consortium, Inc.); ratingValue; 2.6]
[Stephen Klein Wellness Center (Project HOME); ratingValue; 4.4]
[Adult Outpatient Services (Hispanic Community Counseling Services); ratingValue; 0]
[Crossroads Treatment Center of South Philadelphia (ARS Treatment Centers, P.C.); ratingValue; 4.7]
[Y-HEP Health Center (The Institute for Community Justice); ratingValue; 4.4]
[Homeless Veterans Initiative (Disabled American Veterans); ratingValue; 0]
[Pediatric Primary Care (Nemours Children's Health System); ratingValue; 3.9]
[SFHF Food Bank (Summers Home for Hope); ratingValue; 2.3]
[Food Pantry (Parkside Association of Philadelphia); ratingValue; 4.5]
[Food Cupboard (Cast Your Cares Ministry); ratingValue; 4.7]
[Health Services (Philadelphia Department of Health); ratingValue; 2.8]
[Anxiety Behaviors Clinic ABC (Children's Hospital of Philadelphia); ratingValue; 2.4]
[2 Fish 5 Loaves (Upper Room Baptist Church); ratingValue; 4.6]
[Outpatient Subsance Abuse Program (Wedge Recovery Center); ratingValue; 4.3]
[Community Outreach, Recovery, & Empowerment (Horizon House); ratingValue; 0]
[HIV Care (Mazzoni Center); ratingValue; 3.4]
[Behavioral Health - Partial Hospitalization (Northern Children's Services); ratingValue; 3.4]
[Small Things Market (Small Things); ratingValue; 0]
[Veterans Upward Bound VUB Program (University of Pennsylvania - Division of the Vice Provost for University Life); ratingValue; 0]
[Community Support Services (Community Center at Visitation); ratingValue; 4.7]
[Primary Care for Adults on Medicare (Oak Street Health); ratingValue; 4.5]
[Community Residential Services (Horizon House); ratingValue; 0]
[Outpatient Mental and Behavioral Health Therapy Services (Einstein Healthcare Network); ratingValue; 0]
[Outpatient Department (Children's Crisis Treatment Center); ratingValue; 3.2]
[Intensive Behavioral Health Services IBHS (Gemma Services); ratingValue; 3.7]
[Mobile Crisis (The Consortium, Inc.); ratingValue; 0]
[Food Pantry (Women Walking in Victory Service Center); ratingValue; 2.9]
[Good Shepherd (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice); ratingValue; 4.4]
[Addiction Medicine And Health Advocates (African Cultural Alliance of North America Inc. ACANA); ratingValue; 4.2]
[Green Light Pantry (Drueding Center); ratingValue; 4.8]
[Therapy & Counseling (The Better You Institute); ratingValue; 5]
[Financial Assistance for Military Families (American Red Cross); ratingValue; 0]
[Women, Pregnant Women and Women with Children's Services (Gaudenzia); ratingValue; 3.5]
[Support Groups SOS (Survivors of Suicide, Inc.); ratingValue; 0]
[Outpatient Behavioral Health Services Therapy and Medication Management (Malvern Community Health Services); ratingValue; 0]
[Free Therapy (Black Brain Campaign); ratingValue; 5]
[Social Services Program (Salvation Army Eastern Pennsylvania and Delaware)_v1; ratingValue; 4.7]
[Chronic Disease Management (Greater Philadelphia Health Action, Inc.); ratingValue; 0]
[Food Pantry (African Cultural Alliance of NorthAMerica Inc.); ratingValue; 4.3]
[Community Integrated Recovery Center (CIRC) at Penrose (Citizens Acting Together Can Help, Inc.); ratingValue; 0]
[Behavioral Health Services for Children, Adolescents, and Families (Family Practice & Counseling Network); ratingValue; 2.3]
[Youth Services (Covenant House Pennsylvania); ratingValue; 3.7]
[Emergency Shelter (Families Forward); ratingValue; 4.7]
[Food Pantry (Lifeway Baptist Church); ratingValue; 5]
[Senior Behavioral Health Inpatient Treatment (Friends Hospital); ratingValue; 1.8]
[Behavioral Health Services (Sayre Health Center); ratingValue; 2.6]
[New Pathways Project (Public Health Management Corporation); ratingValue; 3.4]
[Mental Health Counseling (The Attic Youth Center); ratingValue; 4.6]
[Food Pantry (Wayland Temple Baptist Church); ratingValue; 4.6]
[Food Pantry (Enon Tabernacle Baptist Church); ratingValue; 4.8]
[Family First (Child Guidance Resource Centers); ratingValue; 5]
[Senior Box Program (The Share Food Program); ratingValue; 4.6]
[Teach Recovery Education Empowerment TREE IOP (The Institute for Community Justice); ratingValue; 4.4]
[Inpatient Treatment for Adults (Fairmount Behavioral Health System); ratingValue; 2]
[Behavioral Health Outpatient Services (Northern Children's Services); ratingValue; 3.4]
[Early Intervention Program (Wedge Recovery Center); ratingValue; 4.1]
[Food Pantry (Lutheran Settlement House); ratingValue; 3.3]
[Food Distribution (Circle of Hope)_v1; ratingValue; 3.9]
[Counseling Services (Women Organized Against Rape); ratingValue; 0]
[Behavioural Health Services - Youth and Family (Public Health Management Corporation); ratingValue; 4.1]
[Family House Now New Options for Women (Resources for Human Development RHD - Pennsylvania); ratingValue; 4.1]
[Philly LIFTS (The City of Philadelphia Department of Behavioral Health and Intellectual disAbility Services); ratingValue; 0]
[Mental Health Services (American Living Organ Donor Fund); ratingValue; 0]
[Emergency Shelter (Gaudenzia); ratingValue; 0]
[Day Treatment - Youth (Youth Advocate Programs of Pennsylvania)_6494806799548416; ratingValue; 4.3]
[Residential Behavioral Health (The Consortium, Inc.); ratingValue; 0]
[The Table Food Pantry (Roxborough Church); ratingValue; 4.8]
[Mental Health Assistance (Overington House Inc); ratingValue; 4.3]
[CORE Group (Women Organized Against Rape); ratingValue; 0]
[Behavioral Health Rehabilitation Services BHRS (Pennsylvania Mentor); ratingValue; 0]
[Amputee Peer Mentor Program (Jefferson Health - Magee Rehabilitation); ratingValue; 4.1]
[Substance Abuse Intervention (Women In Transition); ratingValue; 4.9]
[PACTS Outpatient Evaluation and Treatment (COMHAR, Inc.); ratingValue; 0]
[Child & Family Outpatient Center (WES Health System); ratingValue; 3]
[Adult Psychological Services (Equilibria Psychological and Consultation Services); ratingValue; 4.4]
[Behavioral Health Services (APM); ratingValue; 2]
[Behavioral Health Services (La Puerta Abierta LPA); ratingValue; 4.7]
[SafeTogether Program (Child Abuse Prevention Effort); ratingValue; 0]
[Family-Based Program (NorthEast Treatment NET Centers); ratingValue; 4.2]
[Women's Trauma Unit (Fairmount Behavioral Health System); ratingValue; 2]
[Adult Counseling (Jewish Family and Children's Service of Greater Philadelphia); ratingValue; 0]
[Mitzvah Food Program (Jewish Federation of Greater Philadelphia); ratingValue; 4.8]
[Community Counseling Services CCS (Methodist Services); ratingValue; 4.2]
[Children & Youth Outpatient Services (Northeast Community Center for Behavioral Health); ratingValue; 3.8]
[AIDS Prevention - Philadelphia HIV Prevention Street Outreach Project (Public Health Management Corporation PHMC)_5926587295858688; ratingValue; 4.1]
[Create (Child Guidance Resource Centers); ratingValue; 5]
[Food Distribution (North10, Philadelphia); ratingValue; 4.5]
[Social Services -Basic Needs Assistance (Helping Hands Ministry Inc); ratingValue; 5]
[Marconi Older Adult Program (Caring People Alliance); ratingValue; 4.5]
[Personal Recovery Services PRS (Project HOME); ratingValue; 4.5]
[Counseling (Horizon House); ratingValue; 0]
[Women's Recovery House (Danny's House); ratingValue; 3.7]
[Adult Rehabilitation Centers ARC (Salvation Army Eastern Pennsylvania & Delaware); ratingValue; 4.2]
[Philadelphia Autism Center for Excellence PACE (NorthEast Treatment NET Centers); ratingValue; 0]
[Food Bank (Eastwick United Methodist Church); ratingValue; 4.8]
[Food Cupboard (The Church of the Redeemer Baptist); ratingValue; 4.6]
[City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services); ratingValue; 2.5]
[Crossroads Treatment Center of West Philadelphia (ARS Treatment Centers, P.C.); ratingValue; 4.6]
[Adult Behavioral Health Services (Family Practice & Counseling Network); ratingValue; 2.3]
[Crisis Care Services (Covenant House); ratingValue; 5]
[Farm to Families (St. Christopher's Foundation for Children)_v1; ratingValue; 0]
[Substance Abuse Treatment (CORA Services); ratingValue; 4.4]
[Pregnancy Testing and Services (Spectrum Health Services); ratingValue; 3.2]
[Youth Inpatient Psychiatric Services (Fairmount Behavioral Health System); ratingValue; 2]
[My Brother's House (Bethesda Project); ratingValue; 4.7]
[The PCS Learning Pod and Parent Resource Center (The Philadelphia Community Stakeholders); ratingValue; 4.7]
[Latina Domestic Violence Program (Congreso de Latinos Unidos, Inc.); ratingValue; 4.3]
[Community Integrated Recovery Center CIRC at Packer (Citizens Acting Together Can Help, Inc.); ratingValue; 5]
[Fresh Produce (Sanctuary Farm); ratingValue; 0]
[Crossroads Treatment Center of Philadelphia N. Broad Street (ARS Treatment Centers, P.C.); ratingValue; 4.7]
[Youth Empowerment Program (Earths Keepers); ratingValue; 0]
[Outpatient Mental Health Services (Bethanna); ratingValue; 3]
[Crisis Response Center Adults (Temple Health - Episcopal Campus); ratingValue; 2]
[Food Pantry (St. Luke's Episcopal Church Germantown); ratingValue; 4.7]
[Temple Pediatrics (Temple Health); ratingValue; 3.3]
[Developmental Behavioral Pediatrics (Nemours Children's Health System); ratingValue; 3.9]
[Substance Abuse Intensive Outpatient (Wedge Recovery Center)_v2; ratingValue; 0]
[Behavioral Health Outpatient Services (John F. Kennedy Behavioral Health Center); ratingValue; 5]
[Grab and Go Meals (Old Pine Community Center); ratingValue; 4.6]
[Substance Abuse Intensive Outpatient (Wedge Recovery Center)_v1; ratingValue; 4.1]
[Food Cupboard (Saint Gabriel Catholic Church); ratingValue; 4.6]
[The Goldman Clinic (The Behavioral Wellness Center at Girard); ratingValue; 3.1]
[Philadelphia Senior Centers (NewCourtland Network); ratingValue; 4.5]
[Adult Outpatient Services (The Consortium, Inc.); ratingValue; 2.6]
[Food Distribution (Circle of Hope)_v2; ratingValue; 3.9]
[Mental Health Walk-In Clinic (Merakey - Pennsylvania); ratingValue; 2.8]
[Church-Based Shelters (Bethesda Project); ratingValue; 4.7]
[Specialized Services for Autism (Horizon House); ratingValue; 0]
[Child Outpatient Behavioral Health Services (Merakey - Pennsylvania); ratingValue; 4]
[Food Cupboard (Second Antioch Baptist Church); ratingValue; 4.7]
[Victim Response Services (Women Organized Against Rape); ratingValue; 0]
[Centennial Pharmacy Services Prescription Medication (Centennial Pharmacy Services); ratingValue; 4.7]
[Adult Outpatient Services (Community Council Health Systems); ratingValue; 3.7]
[Caring Together Program (Department of Psychiatry at Drexel Universtiy College of Medicine); ratingValue; 0]
[Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA); ratingValue; 3.5]
[Food Distribution (Mighty Writers); ratingValue; 5]
[Senior (Philabundance)_5692243664961536; ratingValue; 4.6]
[Behavioral Health Services (Spectrum Health Services); ratingValue; 2.5]
[Bereavement Support (Philadelphia Department of Health); ratingValue; 0]
[Food Pantry (Victory Outreach North Philly); ratingValue; 4.6]
[VA Social Work Services (Department Of Veterans Affairs VA - Veterans Health Administration VHA); ratingValue; 3.5]
[Behavioral Health Services (Greater Philadelphia Health Action, Inc.); ratingValue; 1.9]
[Wellness Alliance Community Integration and Recovery Center (Horizon House); ratingValue; 0]
[Food Distribution (Lombard Central Presbyterian Church); ratingValue; 4.4]
[Residential Rehabilitation Program (The Kirkbride Center); ratingValue; 2.6]
[ Adolescent Intensive After-School Program (Elwyn)_5217279899074560; ratingValue; 0]
[Mobile Food Pantry (Poor People's Economic Human Rights Campaign); ratingValue; 4.1]
[Food Pantry (Church Of New Hope And Faith); ratingValue; 3.4]
[Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania); ratingValue; 2.5]
[Multiple Pathways (The School District of Philadelphia); ratingValue; 2.4]
[Food Pantry (Mission of St. Joan of Arc); ratingValue; 4.7]
[Counseling Services (Springfield Psychological); ratingValue; 2.8]
[Community Counseling Services (Methodist Services); ratingValue; 4.2]
[Temple Corps Community Center Food Pantry (The Salvation Army - Greater Philadelphia); ratingValue; 4.8]
[Opioid Treatment Program OTP (Achievement Through Counseling and Treatment ACT 1); ratingValue; 0]
[Forensic Mental Health Serivces (Assessment & Treatment Alternatives); ratingValue; 2.4]
[Food Ministry (Faith Assembly Of God); ratingValue; 4.6]
[Community Integrated Recovery Center CIRC (JEVS Human Services); ratingValue; 0]
[KITHS Kitchen and Garden (KITHS); ratingValue; 5]
[Comprehensive Shelters (Salvation Army Eastern Pennsylvania & Delaware); ratingValue; 0]
[Food Pantry (United Methodist Neighborhood Services); ratingValue; 0]
[Inpatient Treatment (Malvern Treatment Centers); ratingValue; 0]
[Sleep Center (Children's Hospital of Philadelphia); ratingValue; 4.1]
[Functional Family Therapy (The Consortium, Inc.); ratingValue; 0]
[Partial Hospitalization Program PHP (Merakey - Pennsylvania); ratingValue; 4]
[Crisis Residence (Citizens Acting Together Can Help, Inc.); ratingValue; 0]
[Services to Foster Children (SFC) program (Juvenile Justice Center of Philadephia); ratingValue; 4.1]
[Liver Disease Care Center (Einstein Healthcare Network); ratingValue; 2.2]
[Medication-Assisted Treatment (CleanSlate); ratingValue; 5]
[Women's Therapy Center (Women's Therapy Center Inc); ratingValue; 0]
[Drug and Alcohol Services (Child Guidance Resource Centers); ratingValue; 5]
[Farm to Families (St. Christopher's Foundation for Children)_v2; ratingValue; 0]
[Family Services (Uplift Center for Grieving Children); ratingValue; 5]
[Food Pantry (Saint Ignatius of Loyola); ratingValue; 4.7]
[Food Pantry (Somerton Interfaith Food Bank); ratingValue; 4.8]
[Mental Health Services (The City of Philadelphia Department of Behavioral Health and Intellectual Disability Services); ratingValue; 0]
[Mental Health Peer Support (Merakey - Pennsylvania)_v1; ratingValue; 0]
[Free Food for the People (The West Philly Bunny Hop); ratingValue; 0]
[Forge Health & Forge VFR (Forge Health); ratingValue; 1]
[Adult Residential Services Program (Gaudenzia); ratingValue; 2.9]
[Crossroads Treatment Center of Philadelphia Girard Ave (ARS Treatment Centers, P.C.); ratingValue; 4.6]
[Food Pantries (Catholic Social Services - Philadelphia)_v1; ratingValue; 4]
[Recovery Support Services (Council of Southeast Pennsylvania, Inc.); ratingValue; 4.5]
[Community Integrated Recovery Centers (CIRCs) at Carlisle (Citizens Acting Together Can Help, Inc.); ratingValue; 3.1]
[FamilyBased Mental Health Services FBMHS (WES Health System); ratingValue; 2.7]
[Vocational Rehabilitation Services (Pennsylvania Office of Vocational Rehabilitation); ratingValue; 0]
[Skilled Nursing and Medical Care Services (Marquis Health Services); ratingValue; 4]
[Outley House (SELF, Inc.); ratingValue; 0]
[Child & Youth Outpatient Services (Hispanic Community Counseling Services); ratingValue; 0]
[Hospice and Palliative care (Maplewood Nursing & Rehabilitation Center); ratingValue; 4.1]
[Human Services (African Family Health Organization); ratingValue; 0]
[Food Drive Give Away (Institute for the Development of African-American Youth, Inc. (IDAAY)); ratingValue; 4.9]
[Making Homes Affordable - Housing Counseling Program (Intercultural Family Services, Inc.); ratingValue; 3.8]
[Outpatient Rehabilitation (Good Shepherd Rehabilitation); ratingValue; 4.9]
[Substance Abuse Intervention (CORA Services); ratingValue; 4.4]
[Youth Emergency Service YES (HopePHL); ratingValue; 4.4]
[Manna Pantry (Bethel Temple Community Bible Church); ratingValue; 4.9]
[Integrated Services Supporting Independence (Volunteers of America Delaware Valley); ratingValue; 5]
[HIV Services (Penn Medicine); ratingValue; 5]
[Behavior Health Services (Psychological Services Center at Temple University); ratingValue; 5]
[Annex West Health Clinic (Family Practice & Counseling Network FPCN); ratingValue; 2.4]
[Hunger Programs - Senior Citizen Boxes (Feast of Justice); ratingValue; 4.6]
[Anxiety Behaviors Clinic (Children's Hospital of Philadelphia); ratingValue; 2.4]
[Outpatient Treatment Program (Greater Philadelphia Asian Social Service Center); ratingValue; 4.3]
[STD Services Program (Spectrum Health Services)_6065915239071744; ratingValue; 0]
[Free Virtual Learning Resources (Saint Joseph's University - Kinney Center for Autism Education and Support); ratingValue; 5]
[Fairmount Primary Care Center at Horizon House (Delaware Valley Community Health, Inc.); ratingValue; 2.6]
[Food Pantry (Golden Star Baptist Church); ratingValue; 4.9]
[Family Based Mental Health Services FBMHS (Gemma Services); ratingValue; 4.2]
[Behavioral Health and Crisis Center (Children's Hospital of Philadelphia); ratingValue; 0]
[Philadelphia Partnership for Resilience PPR (Nationalities Service Center); ratingValue; 4.4]
[Substance Use Treatment (APM); ratingValue; 4.2]
[Fairmount Primary Care Center at Girard Medical Center (Delaware Valley Community Health, Inc.); ratingValue; 4.2]
[Zion Cares (Zion Baptist Church of Philadelphia); ratingValue; 4.7]
[Food Pantry (New Testament Church of God - Community Outreach Mission); ratingValue; 4.8]
[Supportive Services (The Attic Youth Center); ratingValue; 4.6]
[Food Distribution (Kingdom Life Christian Center); ratingValue; 4.9]
[Food Cupboard (The Church of St. Andrew and St. Monica); ratingValue; 4.7]
[Residential Maternity Shelter (Mothers' Home); ratingValue; 3.8]
[Food Distribution (Kitchen Of Love); ratingValue; 1]
[Drug and Alcohol Substance Use Disorder Residential Rehabilitation (Horizon House); ratingValue; 0]
[Community Residential Rehabilitation Services (Horizon House); ratingValue; 0]
[Victim Assistance Program (Archdiocese of Philadelphia - Office for Child and Youth Protection); ratingValue; 2.5]
[Red Shield Family Residence (The Salvation Army - Greater Philadelphia); ratingValue; 2.9]
[Outpatient Mental Health Services (Child Guidance Resource Centers); ratingValue; 5]
[Food Pantry (Second Baptist Church of Frankford); ratingValue; 4.7]
[Hub of Hope (Project HOME); ratingValue; 3]
[Counseling and Coaching (Seeds of Potential); ratingValue; 3.6]
[Mental Health Case Management (African Cultural Alliance of North America Inc. ACANA); ratingValue; 4.3]
[Stabilization Treatment and Engagement Program STEP (Prevention Point Philadelphia); ratingValue; 4.3]
[Crossroads Treatment Center of Philadelphia Kensington (ARS Treatment Centers, P.C.); ratingValue; 4.6]
[Behavior Health Rehabilitative Services (Community Council Health Systems); ratingValue; 3.7]
[Counseling Center (Anti-Violence Partnership of Philadelphia); ratingValue; 0]
[FamilyBased Mental Health Services (WES Health System); ratingValue; 2.7]
[Counseling Services (The Center, LLC); ratingValue; 4.2]
[Adolescent Behavioral Health Inpatient Treatment (Friends Hospital); ratingValue; 1.8]
[Residential Substance Abuse Program - Interim House West (Public Health Management Corporation); ratingValue; 3.3]
[Mental Health Services (Corporal Michael J. Crescenz VA Medical Center); ratingValue; 3.7]
[Food Pantries (Catholic Social Services - Philadelphia)_v2; ratingValue; 4]
[Homeless Shelter (Stenton Family Manor); ratingValue; 3.5]
[Children's Outpatient Evaluation and Counseling (COMHAR, Inc.); ratingValue; 2.3]
[Recovery Support Services (Gaudenzia)_4692155605712896; ratingValue; 0]
[Medication-Assisted Treatment MAT (CleanSlate); ratingValue; 0]
[Phone Counseling (Women In Transition); ratingValue; 4.9]
[Behavior Health Rehabilitative Services BHRS (Community Council Health Systems); ratingValue; 3.7]
[AIDS and STI Testing (Bebashi)_5584011499405312; ratingValue; 4.3]
[Dental Services (Family Practice & Counseling Network); ratingValue; 2.3]
[Behavioral Health Rehabilitation Service (Citizens Acting Together Can Help, Inc.); ratingValue; 3.1]
[Crossroads Treatment Center of Philadelphia West Tabor (ARS Treatment Centers, P.C.); ratingValue; 4.5]
[Adult Blended Case Management (The Consortium, Inc.); ratingValue; 0]
[Food Pantry (St. Paul Metropolitan A.M.E. Church); ratingValue; 4.7]
[Therapy (Modern Intervention Strategies); ratingValue; 5]
[Behavioral Health Services (Asociacion Puertorriquenos en Marcha (APM)); ratingValue; 2]
[ Prenatal (Spectrum Health Services)_v2_6323784639315968; ratingValue; 3.2]
[Bureau of Blindness and Visual Services BBVS (Pennsylvania Office of Vocational Rehabilitation); ratingValue; 0]
[Social Work Services (Einstein Healthcare Network); ratingValue; 2.3]
[Open Door Clubhouse (COMHAR, Inc.); ratingValue; 5]
[Station House Intake Center Services (SELF, Inc.); ratingValue; 0]
[Medication-Assisted Treatment (NorthEast Treatment Centers - OTP); ratingValue; 3.6]
[Food Cabinet (Lutheran Church of the Holy Communion); ratingValue; 5]
[Bilingual Domestic Violence Program - Hotline (Lutheran Settlement House); ratingValue; 0]
[Psychology Services (Children's Hospital of Philadelphia); ratingValue; 4.1]
[Psychotherapy (Psycare Solutions, Inc.); ratingValue; 0]
[Mental Health Therapy (Julia Ferrence, MSW, LSSW.); ratingValue; 0]
[Community Integrated Recovery Centers CIRCs at Carlisle (Citizens Acting Together Can Help, Inc.); ratingValue; 0]
[Family Based Program (The Consortium, Inc.); ratingValue; 0]
[Mental Health Services (Preventive Measures, Inc.); ratingValue; 0]
[Behavior Health Rehabilitation Services (Philadelphia Mental Health Center); ratingValue; 2.9]
[Kailo Haven (Resources for Human Development RHD - Pennsylvania); ratingValue; 3.9]
[Outpatient Drug and Alcohol Treatment (Women's Institute for Family Health); ratingValue; 0]
[Drop In Center (Prevention Point Philadelphia); ratingValue; 4.3]
[Food Pantry (Saint Paul's Evangelical Lutheran Church); ratingValue; 4.6]
[Diana Baldwin Mental Health Clinic (The Institute for Community Justice); ratingValue; 3.7]
[Gender and Sexuality Program (Children's Hospital of Philadelphia); ratingValue; 4.1]
[Intensive Prevention Services IPS (CORA Services); ratingValue; 4.4]
[Outpatient Services (JEVS Human Services); ratingValue; 0]
[Low Fee Therapy Services (Council for Relationships CFR); ratingValue; 3.9]
[VA Mental Health Services (US Department of Veterans Affairs VA - Veterans Health Administration VHA); ratingValue; 3.5]
[Opioid Treatment Program OTP (Northeast Treatement Centers, Inc); ratingValue; 3.6]
[Adolescent Medicine (Children's Hospital of Philadelphia); ratingValue; 4.1]
[Community Integrated Recovery Center CIRC at Penrose (Citizens Acting Together Can Help, Inc.); ratingValue; 0]
[Soup Kitchen and Food Pantry (Zion Hill Baptist Church); ratingValue; 4.7]
[Behavioral Health Services (Covenant House Inc); ratingValue; 3.7]
[Family Stress and Illness Program FSIP (Children's Hospital of Philadelphia); ratingValue; 4.1]
[Outpatient Medication-Assisted Treatment MAT (COMHAR, Inc.); ratingValue; 3.6]
[Latinx Psychoeducational Groups (Women Organzied Against Rape); ratingValue; 0]
[Feeding Ministry (Willow Grove Seventh-day Adventist Church); ratingValue; 4.7]
[Adult Outpatient Services (Northeast Community Center For Behavioral Health); ratingValue; 1.8]
[Latino Treatment Program - Family Outpatient Evaluation and Counseling (COMHAR, Inc.); ratingValue; 2.3]
[Food Cupboardby (St. Peter's Church); ratingValue; 4.7]
[Outpatient Mental Health (Elwyn); ratingValue; 4.1]
[Community Outreach, Recovery, & Empowerment CORE (Horizon House); ratingValue; 0]
[Behavioral Health (Puentes De Salud); ratingValue; 4.7]
[Individual Therapy for Adults (Inner Balance Psychology Center, LLC)%A; ratingValue; 3]
[The Penn Center for Youth and Family Trauma Response and Recovery Services (University of Pennsylvania Perelman School of Medicine); ratingValue; 0]
[Supportive Services for Veteran Families SSVF (Veterans Multi-Service Center VMC); ratingValue; 5]
[Emergency Disaster Services (Salvation Army Eastern Pennsylvania and Delaware); ratingValue; 3.5]
[Food Pantry (Praise the Living God Holiness Church); ratingValue; 0]
[Outpatient Behavioral Health Services (Malvern Community Health Services); ratingValue; 0]
[Intensive Behavioral Health Services - Individual Services (Malvern Community Health Services); ratingValue; 0]
[Child and Adolescent Outpatient Psychiatry Services (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience); ratingValue; 5]
[Support Services (Clothed N Strength Inc); ratingValue; 0]
[ Prenatal (Spectrum Health Services)_v1_6323784639315968; ratingValue; 2.5]
[Child and Adolescent Anxiety Disorders Clinic (Psychological Services Center at Temple University); ratingValue; 5]
[The Grow Clinic (Center for Hunger Free Communities); ratingValue; 0]
